Brand,NETWORK_Technology,NETWORK_2G_bands,NETWORK_3G_bands,NETWORK_4G_bands,NETWORK_5G_bands,NETWORK_GPRS,NETWORK_EDGE,NETWORK_Speed,LAUNCH_Announced,BODY_Weight,BODY_Length,BODY_Width,BODY_Weight,BODY_Thickness,FEATURES_Sensors,MISC_Price_Euro
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20, 38",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/75 Mbps",2019,172.0,161.3,77.0,172.0,8.7,"Fingerprint (rear-mounted), accelerometer, proximity, compass",237.77
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20, 38",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/75 Mbps",2019,170.0,161.3,77.0,170.0,8.7,"Fingerprint (rear-mounted), accelerometer, proximity",182.2
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",2019,144.0,153.0,71.9,144.0,8.3,"Fingerprint (rear-mounted), accelerometer, proximity, compass",144.25
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 28, 38",,,,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat11 600/50 Mbps",2019,159.0,153.2,71.9,159.0,7.9,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",403.45
LG,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - V405QA7,"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 46, 66, 71 - V405QA7",,,,"HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps",2018,169.0,158.8,75.7,169.0,7.6,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer",331.35
LG,No cellular connectivity, N/A,,,,No,No,,2018,79.0,45.5,44.5,79.0,13.0,"Accelerometer, gyro, proximity, compass, barometer, altimeter",268.38
LG,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,"2, 4, 5, 12, 13, 25, 26, 41",,,,"HSPA, LTE-A (2CA), EV-DO Rev.A 3.1 Mbps",2019,140.0,144.8,71.8,140.0,8.1,"Accelerometer, proximity",77.72
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,"1, 3, 5, 40, 41",,,,"HSPA, LTE",2018,152.0,146.3,73.2,152.0,8.2,"Fingerprint (rear-mounted), accelerometer, proximity",84.98
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 26, 28, 40, 41, 46, 48, 66 - USA",,,,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat11 600/75 Mbps",2018,156.0,153.2,71.9,156.0,8.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",208.23
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20",,,,"HSPA, LTE-A",2018,156.0,153.2,71.9,156.0,7.9,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer",356.67
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",2018,172.0,160.1,77.7,172.0,8.4,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",303.77
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 2100 - LMX410YC,"1, 3, 5, 7, 8, 28, 38, 40 - LMX410YC",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",2018,162.0,148.7,75.3,162.0,8.7,"Fingerprint (rear-mounted), accelerometer, proximity, compass",142.9
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 12, 13, 20, 38, 41, 66, 71",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",2018,172.0,160.0,77.7,172.0,8.1,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",253.75
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 28, 38, 39, 40, 41",,,,"HSPA, LTE-A",2018,171.0,160.1,77.7,171.0,8.1,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",306.48
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 66",,,,"HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps",2018,157.0,151.7,75.4,157.0,7.3,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, color spectrum",352.44
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 28, 38, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",2018,145.0,143.8,69.3,145.0,8.4,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",150.7
LG,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 - Global,"1, 3, 4, 5, 7, 8, 12, 17, 20, 28, 32, 38, 40, 42, 46 - Global",,,,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat16 1024/150 Mbps or Cat15 800/150 Mbps (region dependant)",2018,162.0,153.2,71.9,162.0,7.9,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer",373.36
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 12, 13, 20, 25, 26, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps",2018,158.0,151.7,75.4,158.0,7.3,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, color spectrum",304.52
LG,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 2100 ,"2, 4, 5, 13",,,,"HSPA, LTE",2018,140.0,144.8,71.9,140.0,7.9,"Fingerprint (rear-mounted), accelerometer, proximity",108.12
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,"2, 4, 5, 7, 12, 13, 17, 66",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2018,171.0,154.7,78.1,171.0,8.9,"Fingerprint (rear-mounted), accelerometer, proximity",181.61
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 / 2100 - T-Mobile,"2, 3, 4, 7, 12, 66, 71 - T-Mobile",,,,"HSPA, LTE-A",2018,168.0,148.6,75.0,168.0,8.6,"Fingerprint (rear-mounted), accelerometer, proximity, compass",167.24
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",2018,162.0,148.7,75.3,162.0,8.7,"Fingerprint (rear-mounted), accelerometer, proximity, compass",158.83
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2018,152.0,146.3,73.2,152.0,8.2,"Accelerometer, proximity",148.59
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 ,"2, 4, 5, 12, 66",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2018,139.0,144.8,71.9,139.0,8.1,"Accelerometer, proximity",70.62
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 28, 38",,,,"HSPA, LTE",2018,172.0,148.6,75.1,172.0,8.6,"Fingerprint (rear-mounted), accelerometer, proximity, compass",204.19
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 28, 38, 71",,,,"HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps",2017,158.0,151.7,75.4,158.0,7.3,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, color spectrum",502.54
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 , LTE (unspecified),,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",2017,146.0,149.0,71.9,146.0,8.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",207.6
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat7 300/100 Mbps",2017,149.0,142.5,69.3,149.0,8.1,"Accelerometer, gyro, proximity, compass",112.95
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,"2, 4, 5, 12, 66",,,,"HSPA, LTE",2017,290.0,216.2,127.0,290.0,6.9,"Accelerometer, compass",304.98
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 12, 20, 29, 30",,,,"HSPA, LTE",2017,166.0,154.0,75.8,166.0,9.3,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer",200.07
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 28, 38, 40",,,,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps",2017,163.0,148.9,71.9,163.0,7.9,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer",241.81
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 , LTE (unspecified),,,,"HSPA, LTE",2017,164.0,154.7,78.1,164.0,8.4,"Accelerometer, gyro, proximity, compass",185.07
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,"2, 4, 5",,,,"HSPA, LTE",2017,,45.4,51.2,,14.2,"Accelerometer, gyro, proximity, heart rate, barometer",252.74
LG,No cellular connectivity, N/A,,,,No,No,,2017,46.0,42.3,45.7,46.0,10.8,"Accelerometer, gyro",155.6
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,"2, 4, 5, 12, 66",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",2017,150.0,155.7,79.8,150.0,7.4,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",174.18
LG,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"2, 4, 5, 12, 25, 26, 41 - LS777",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",2016,149.0,155.6,79.8,149.0,7.4,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",175.33
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 ,"2, 4, 5, 12",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",2017,141.0,149.9,76.2,141.0,7.6,"Accelerometer, proximity, compass",94.44
LG,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 - T-Mobile & MetroPCS,"2, 4, 5, 12 - T-Mobile & MetroPCS",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps, EV-DO Rev.A 3.1 Mbps",2016,140.0,148.6,75.2,140.0,7.9,"Fingerprint (rear-mounted), accelerometer, proximity, compass",166.95
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 - Europe,"1, 3, 5, 7, 8, 20 - Europe",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",2016,144.0,148.7,75.3,144.0,7.9,"Fingerprint (rear-mounted), accelerometer, proximity, compass",131.76
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2016,144.0,144.5,72.1,144.0,8.0,"Accelerometer, proximity",128.1
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",2017,143.0,145.8,74.1,143.0,8.1,"Accelerometer, proximity",106.84
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2016,138.0,144.7,72.6,138.0,7.9,"Accelerometer, proximity",102.21
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 , LTE (unspecified),,,,"HSPA, LTE",2016,132.0,133.9,69.8,132.0,9.5,Accelerometer,90.06
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 , HSDPA, LTE (unspecified),,Yes,Yes,"HSPA, LTE",2016,510.0,256.2,167.9,510.0,6.7,Accelerometer,253.69
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 , LTE (unspecified),,,,"HSPA, LTE",2016,135.0,147.6,73.2,135.0,7.7,"Accelerometer, proximity, compass",
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 26, 28, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A Cat6, Cat9 (3CA) or LTE-A Cat12 (3CA) 600/150 Mbps",2016,174.0,159.7,78.1,174.0,7.6,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, color spectrum",192.1
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 , LTE (unspecified),,,,"HSPA, LTE",2016,122.0,144.8,71.4,122.0,6.9,"Accelerometer, proximity, compass",183.12
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 , LTE (unspecified),,,,"HSPA, LTE",2016,133.0,151.6,76.9,133.0,7.2,"Accelerometer, proximity, compass",167.56
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 , LTE (unspecified),,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2016,133.0,151.6,76.9,133.0,7.2,"Accelerometer, proximity, compass",207.89
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38",,,,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat9 450/50 Mbps",2016,150.0,149.1,76.5,150.0,8.9,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",248.56
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 , HSDPA, LTE (unspecified),,Yes,Yes,"HSPA, LTE",2016,,210.7,124.1,,7.9,"Accelerometer, compass",300.01
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"2, 3, 4, 7, 12",,,,"HSPA, LTE",2016,309.0,210.8,121.9,309.0,7.9,"Accelerometer, compass",225.92
LG,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20 - K220",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2016,139.0,148.9,74.9,139.0,7.9,"Accelerometer, proximity, compass",137.64
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2016,121.0,144.8,71.4,121.0,6.9,"Accelerometer, proximity, compass",76.54
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 - K535N,"1, 3, 7, 8, 38, 39, 40, 41 - K535N",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2016,146.0,155.0,79.6,146.0,7.4,"Fingerprint (rear-mounted; region dependent), accelerometer, proximity, compass",180.94
LG,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,CDMA2000 1xEV-DO ,"2, 4, 5, 12, 25, 26, 41 - LS775",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps, EV-DO Rev.A 3.1 Mbps",2016,144.0,155.0,79.5,144.0,7.4,"Accelerometer, proximity",154.77
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 - X220,"1, 3, 7, 8, 20 - X220",,,,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",2016,128.0,145.0,71.6,128.0,8.9,"Accelerometer, proximity",122.14
LG,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 - K100,"1, 3, 7, 8, 20 - K100",,,,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",2016,127.0,133.8,67.7,127.0,9.4,Accelerometer,104.43
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - H840,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40 - H840",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",2016,156.0,149.4,73.9,156.0,7.3,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, color spectrum",350.54
LG,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 - H850,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40 - H850",,,,"HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps or LTE-A Cat9 (3CA) 450/50 Mbps, EV-DO Rev.A 3.1 Mbps",2016,159.0,149.4,73.9,159.0,7.7,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, color spectrum",308.97
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2016,118.0,147.5,73.6,118.0,6.9,"Accelerometer, gyro, proximity, compass",216.4
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 - K500N,"1, 3, 7, 8, 20 - K500N",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2016,120.0,142.6,71.8,120.0,7.1,"Accelerometer, proximity",130.84
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",2016,157.0,144.6,71.5,157.0,8.7,"Accelerometer, proximity",128.29
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20 - ЕМЕА",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2016,142.0,155.0,79.6,142.0,7.4,"Accelerometer, proximity",178.08
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"HSDPA 850 / 900 / 1900 / 2100 - K420N, K430DSF, K430DS","1, 3, 7, 8, 20 - K420N",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2016,142.0,146.0,74.8,142.0,8.8,"Accelerometer, proximity",174.68
LG,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 900 / 2100 - X210, LTE - X210,,,,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",2016,161.0,143.6,72.5,161.0,9.1,"Accelerometer, proximity",116.31
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 2100 - K130E,"1, 3, 7, 8, 20 - K120E",,,,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",2016,120.0,131.9,66.7,120.0,8.9,"Accelerometer, proximity",103.35
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 , HSDPA, LTE (unspecified),,Yes,Yes,"HSPA, LTE",2015,366.0,216.8,126.5,366.0,8.8,"Accelerometer, gyro, compass",
LG,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,,,,,HSPA 21.1/5.76 Mbps,2015,158.0,152.5,76.4,158.0,9.3,"Accelerometer, proximity",198.77
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 - AT&T,"1, 2, 3, 4, 5, 7, 12, 29, 30 - AT&T",,,,"HSPA, LTE",2015,169.0,154.4,79.8,169.0,9.7,"Accelerometer, proximity, compass, color spectrum",190.76
LG,No cellular connectivity, N/A,,,,No,No,,2015,62.0,46.4,53.6,62.0,9.7,"Accelerometer, gyro, proximity, heart rate, barometer",270.86
LG,No cellular connectivity, N/A,,,,No,No,,2015,66.0,45.5,52.2,66.0,10.9,"Accelerometer, gyro, proximity, heart rate",241.2
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 - AT&T,"2, 5 - AT&T",,,,"HSPA, LTE",2015,92.0,44.5,44.5,92.0,14.2,"Accelerometer, gyro, proximity, heart rate, barometer",277.38
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps",2015,192.0,159.6,79.3,192.0,8.6,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, color spectrum",250.67
LG,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all models,HSDPA 850 / 900 / 1700 / 1900 / 2100 - American model,"1, 2, 3, 4, 5, 7, 12, 13, 17, 20, 25, 26, 29 - American model",,,,"HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps",2015,136.0,147.0,72.6,136.0,7.9,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer",275.11
LG,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20 - H650E",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2015,150.0,142.0,71.8,150.0,7.4,"Accelerometer, proximity, compass",193.91
