Brand,NETWORK_Technology,NETWORK_2G_bands,NETWORK_3G_bands,NETWORK_4G_bands,NETWORK_5G_bands,NETWORK_GPRS,NETWORK_EDGE,NETWORK_Speed,LAUNCH_Announced,BODY_Weight,BODY_Length,BODY_Width,BODY_Weight,BODY_Thickness,FEATURES_Sensors,MISC_Price_Euro
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2020,165.0,158.7,74.6,165.0,8.5,"Fingerprint (rear-mounted), accelerometer, proximity, compass",104.08
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - 5007U,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - 5007U",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2020,160.0,158.7,74.8,160.0,8.9,"Fingerprint (rear-mounted), accelerometer, proximity",88.58
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 28",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2020,168.0,146.1,71.6,168.0,9.9,"Accelerometer, proximity",87.88
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 12, 13, 17, 20, 25, 26, 41, 66, 71",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",2019,197.0,174.5,83.3,197.0,8.4,"Fingerprint (rear-mounted), accelerometer, proximity, compass",172.37
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 - 5048Y,"1, 3, 5, 7, 8, 20, 28, 38, 40 - 5048Y",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",2019,178.0,164.9,75.8,178.0,8.4,"Fingerprint (rear-mounted), accelerometer, proximity",154.51
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only), HSDPA 800 / 850 / 900 / 1900 / 2100 - 5001D/5001U/5001T,"1, 3, 7, 8, 20, 28 - 5001D",,,,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",2019,153.0,149.1,72.2,153.0,8.9,"Fingerprint (under display, optical) - market dependant, accelerometer, proximity",81.61
alcatel,LTE, N/A, N/A,"2, 4, 5, 12, 66, 71",,No,No,LTE,2018,279.0,209.5,125.0,279.0,8.3,Accelerometer,148.21
alcatel,No cellular connectivity, N/A, N/A, N/A,,No,No,No,2019,268.0,176.0,126.0,268.0,12.0,Accelerometer,87.83
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20, 28",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",2019,440.0,260.0,156.6,440.0,9.0,"Accelerometer, proximity",
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2019,145.0,151.1,69.7,145.0,8.0,"Fingerprint (rear-mounted, market dependent), accelerometer, proximity",
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20, 28",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2019,145.0,151.1,69.7,145.0,8.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass",
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20, 28",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2019,146.0,147.8,70.7,146.0,8.6,"Fingerprint (rear-mounted), accelerometer, proximity",
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - 5059A,"1, 3, 5, 7, 8, 28, 38, 40 - 5008T",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2019,130.0,146.4,68.8,130.0,8.3,"Fingerprint (rear-mounted, 5008T only), accelerometer, proximity",122.69
alcatel,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,,,,,HSPA 42.2/5.76 Mbps,2019,148.0,136.6,65.3,148.0,10.0,"Accelerometer, proximity",75.75
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2018,134.0,137.6,65.7,134.0,9.8,"Accelerometer, proximity",65.48
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 ,"2, 4, 5, 12, 14",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2018,150.0,142.5,71.9,150.0,9.4,"Accelerometer, proximity",41.38
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 ,"2, 4, 5, 12, 66, 71",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",2018,175.0,162.1,75.0,175.0,8.6,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",156.86
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM only),HSDPA 900 / 2100 ,"1, 3, 7, 8, 20, 28",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2018,158.0,153.7,74.5,158.0,8.5,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",184.85
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 - 5086D/Y,"1, 3, 7, 8, 20, 28 - 5086D/Y",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",2018,144.0,152.3,71.1,144.0,8.4,"Fingerprint (rear-mounted), accelerometer, proximity, compass",237.01
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 - 5099Y/D/U/I,"1, 3, 7, 8, 20, 28, 38 - 5099Y/D",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",2018,155.0,162.0,76.0,155.0,8.1,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",164.77
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - 5058A/J,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28 - 5058A/J",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",2018,144.0,153.5,71.6,144.0,8.5,"Fingerprint (rear-mounted), accelerometer, proximity, compass",130.01
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - 5052A,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28 - 5052A",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",2018,145.0,147.1,68.8,145.0,8.5,"Fingerprint (rear-mounted), accelerometer, proximity, compass",172.92
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - 5059A,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28 - 5059A",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2018,151.0,147.5,70.6,151.0,9.1,"Fingerprint (rear-mounted, 5059A/J only), accelerometer, proximity",100.18
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",2018,169.0,161.0,76.0,169.0,7.9,"Fingerprint (rear-mounted), accelerometer, proximity",138.36
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,"1, 3, 7, 8, 20, 28",,Yes,Yes,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2019,90.0,125.2,50.5,90.0,12.8,,57.91
alcatel,No cellular connectivity, N/A,,,,No,Yes,No,2018,415.0,255.0,155.0,415.0,9.4,Accelerometer,107.48
alcatel,No cellular connectivity, N/A,,,,No,Yes,No,2018,245.0,189.5,111.0,245.0,9.2,Accelerometer,72.77
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20, 28",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",2017,147.0,148.6,72.0,147.0,7.5,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",140.52
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20, 28",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2017,155.0,148.0,73.0,155.0,7.5,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",127.9
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20, 28",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",2017,175.0,159.6,81.5,175.0,8.7,"Fingerprint (rear-mounted), accelerometer, proximity, compass",268.52
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20, 28",,,,"HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",2017,164.0,152.7,76.5,164.0,9.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",190.77
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",2017,129.0,141.8,71.4,129.0,9.0,"Accelerometer, proximity",
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,"1, 2, 4, 5, 7, 12",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2017,145.0,146.1,71.9,145.0,7.9,"Accelerometer, proximity, compass",74.37
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 12, 13, 17, 25, 26, 41, 66",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",2017,148.0,148.6,70.9,148.0,7.4,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",210.62
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 38, 39, 40, 41",,,,"HSPA, LTE",2017,155.0,152.6,75.4,155.0,8.7,"Fingerprint (rear-mounted), accelerometer, proximity, compass",
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2017,,140.7,71.8,,10.0,Accelerometer,106.85
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20, 28",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2017,,146.0,72.1,,7.7,"Fingerprint (front-mounted, region dependent), accelerometer, proximity, compass",206.89
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",2017,,142.0,70.5,,8.6,"Fingerprint (rear-mounted), accelerometer, proximity, compass",151.16
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20, 28",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2017,,165.0,82.5,,7.9,"Fingerprint (rear-mounted), accelerometer, proximity",184.28
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"HSDPA 850 / 900 / 1900 / 2100 - EMEA, APAC","1, 3, 7, 8, 20, 38 - EMEA",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",2016,156.0,141.5,71.2,156.0,7.5,"Fingerprint (rear-mounted), accelerometer, proximity, compass",204.95
alcatel,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 , HSDPA,,,Yes,Yes,HSPA 21.1/5.76 Mbps,2016,202.0,152.0,78.3,202.0,9.9,"Accelerometer, proximity",
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 ,"2, 4, 12",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2016,163.0,150.9,77.0,163.0,8.1,"Accelerometer, proximity, compass",82.39
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - Europe,"1, 3, 7, 8, 20 - Europe",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2015,140.0,145.0,69.2,140.0,7.0,"Accelerometer, proximity, compass",207.85
alcatel,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,,,,,HSPA,2016,148.0,140.7,72.7,148.0,9.5,Accelerometer,63.81
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 38, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2016,157.0,152.6,76.4,157.0,8.2,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",141.91
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 ,"2, 4, 12",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2016,295.0,192.0,110.0,295.0,9.4,,134.85
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 - EMEA,"1, 3, 7, 8, 20, 28 - EMEA",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps or LTE-A (2CA) Cat6 300/50 Mbps",2016,,152.0,77.0,,7.9,"Fingerprint (front-mounted), accelerometer, proximity/ gyro, compass (optional)",156.57
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 , LTE (unspecified),,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2016,,151.0,77.0,,8.0,"Accelerometer, proximity, compass (optional)",111.81
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 , LTE (unspecified),,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2016,,140.7,71.4,,8.0,"Accelerometer, proximity, compass (optional)",82.81
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,"2, 4, 12",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2016,152.0,153.9,75.4,152.0,7.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",208.96
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (optional),"HSDPA 850 / 900 / 1900 / 2100 - 6070K, 6070Y","1, 3, 7, 8, 20, 28 - 6070K, 6070Y",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2016,149.0,153.9,75.4,149.0,7.0,"Accelerometer, gyro, proximity, compass",225.85
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (optional),"HSDPA 850 / 900 / 1900 / 2100 - 6055Y, 6055K, 6055B, 6055I","1, 3, 7, 8, 20, 28 - 6055K",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps or LTE-A (2CA) Cat6 300/50 Mbps",2016,135.0,147.0,72.5,135.0,7.1,"Accelerometer, gyro, proximity, compass",203.94
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,"2, 4, 12",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2016,174.0,151.9,77.8,174.0,9.5,"Accelerometer, proximity, compass",
alcatel,GSM,GSM 900 / 1800 ,,,,Yes,No,,2016,,40.0,40.0,,15.8,,
alcatel,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,,,,HSPA,2016,,189.2,107.6,,9.2,Accelerometer,84.66
alcatel,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - 8050e,,,,,HSPA,2016,179.0,168.5,86.4,179.0,8.0,"Accelerometer, proximity",121.09
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (optional),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20, 28",,,,"HSPA, LTE Cat4 150/50 Mbps",2016,,165.0,83.8,,8.3,"Accelerometer, proximity, compass (optional)",102.02
alcatel,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,,,,HSPA 21.1/5.76 Mbps,2016,,121.3,64.4,,9.7,Accelerometer,63.04
alcatel,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,,,,HSPA 21.1/5.76 Mbps,2016,,116.0,62.0,,10.0,Accelerometer,
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA, LTE",2016,,209.0,124.9,,8.3,Accelerometer,
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 - 5025E/5025G,"1, 3, 7, 8, 20 - 5054D/5054X",,,,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",2016,174.0,151.9,77.8,174.0,9.5,Accelerometer,125.29
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",2015,167.0,141.0,71.5,167.0,9.9,Accelerometer,112.07
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,"2, 4, 5, 7, 12, 17",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2015,173.0,151.9,77.8,173.0,9.5,"Accelerometer, proximity, compass",131.98
alcatel,No cellular connectivity, N/A,,,,No,No,,2015,,41.8,41.8,,10.5,"Accelerometer, altimeter, gyro, heart rate, compass",110.64
alcatel,No cellular connectivity, N/A,,,,No,No,,2015,,50.5,50.5,,13.0,"Accelerometer, altimeter, gyro, heart rate, compass",
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 ,"1, 3, 7, 40",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",2015,140.0,145.8,70.4,140.0,9.0,"Accelerometer, proximity",235.68
alcatel,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Yes,No,,2015,63.0,108.5,45.0,63.0,12.6,,22.06
alcatel,GSM,GSM 900 / 1800 - SIM 1 & SIM 2 (dual-SIM model only),,,,Yes,No,,2015,72.0,119.0,50.0,72.0,9.8,,
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2015,,152.7,75.1,,7.9,"Accelerometer, proximity, compass",
alcatel,No cellular connectivity, N/A,,,,No,No,,2015,,255.5,155.0,,9.5,Accelerometer,
alcatel,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 900 / 2100 ,,,,,HSPA 21.1/5.76 Mbps,2015,,122.1,64.4,,9.7,Yes,
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA, LTE Cat4 150/50 Mbps",2015,,143.0,71.9,,8.2,"Accelerometer, proximity, compass",
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA, LTE Cat4 150/50 Mbps",2015,,142.5,71.5,,8.6,"Accelerometer, proximity",
alcatel,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 900 / 2100 ,,,,,HSPA,2015,,141.0,71.5,,8.6,"Accelerometer, proximity",
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,"2, 4, 5, 7, 17",,,,"HSPA, LTE",2015,,143.3,73.3,,9.2,Yes,
alcatel,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,"1, 3, 38, 39, 40, 41",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",2015,147.0,152.3,76.4,147.0,8.0,"Accelerometer, proximity, compass",138.15
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 ,"2, 4, 12",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2015,144.0,133.6,65.3,144.0,9.9,"Accelerometer, proximity, compass",137.74
alcatel,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,,,,HSPA,2014,,152.1,76.2,,8.1,"Accelerometer, proximity, compass",
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2015,141.0,152.7,75.1,141.0,7.4,"Accelerometer, proximity, compass",250.64
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 - EMEA,"1, 3, 7, 8, 20 - EMEA",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2015,110.0,134.6,65.9,110.0,7.6,"Accelerometer, proximity, compass",202.14
alcatel,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (optional), HSDPA,,,Yes,Yes,HSPA 21.1/5.76 Mbps,2015,,112.2,62.0,,11.9,Accelerometer,
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20 - EMEA",,,,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",2015,,,,,,"Accelerometer, proximity, compass",126.02
alcatel,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,,,,,HSPA 21.1/5.76 Mbps,2015,,,,,,Accelerometer,
alcatel,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 , HSDPA,,,Yes,Yes,HSPA,2015,335.0,209.0,124.0,335.0,9.2,Accelerometer,101.93
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 , HSDPA, LTE (unspecified),,Yes,Yes,"HSPA, LTE",2015,260.0,191.0,109.0,260.0,9.2,Accelerometer,131.19
alcatel,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 , HSDPA,,,Yes,Yes,HSPA,2015,260.0,189.0,111.0,260.0,9.1,Accelerometer,108.42
alcatel,No cellular connectivity, N/A,,,,No,No,,2015,260.0,189.0,111.0,260.0,9.1,Accelerometer,85.14
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 - EMEA,"1, 3, 7, 8, 20 - EMEA",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2015,380.0,245.2,146.4,380.0,7.9,"Accelerometer, proximity",254.25
alcatel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 900 / 2100 - EMEA,"1, 3, 7, 8, 20 - EMEA",,,,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",2015,,141.0,71.5,,10.0,Accelerometer,87.06
